//dist, ballAng, tarAng, coll, obstAng, spin, for0, for1
 80.864, -1.602, 0.202, 152.266, -1.645, -0.032, 0.434, -0.078
 84.450, -1.585, 0.227, 152.526, -1.603, -0.041, 0.406, -0.041
 88.077, -1.559, 0.252, 152.772, -1.554, -0.050, 0.387, -0.004
 91.694, -1.524, 0.275, 152.961, -1.497, -0.057, 0.402, -0.036
 95.238, -1.482, 0.296, 153.038, -1.441, -0.062, 0.432, -0.080
 98.709, -1.433, 0.317, 153.041, -1.387, -0.069, 0.466, -0.130
 102.051, -1.376, 0.336, 152.926, -1.327, -0.075, 0.497, -0.143
 105.294, -1.310, 0.354, 152.728, -1.258, -0.083, 0.522, -0.143
 108.372, -1.236, 0.371, 152.384, -1.182, -0.091, 0.562, -0.144
 111.251, -1.154, 0.387, 151.865, -1.099, -0.097, 0.625, -0.146
 113.955, -1.065, 0.402, 151.194, -1.009, -0.103, 0.620, -0.148
 116.530, -0.969, 0.416, 150.417, -0.913, -0.109, 0.617, -0.148
 118.878, -0.866, 0.430, 149.444, -0.811, -0.115, 0.612, -0.148
 120.958, -0.756, 0.441, 148.237, -0.703, -0.120, 0.605, -0.150
 122.765, -0.641, 0.452, 146.790, -0.589, -0.125, 0.596, -0.128
 124.331, -0.521, 0.461, 145.135, -0.471, -0.128, 0.584, -0.102
 122.519, -0.403, 0.473, 143.238, -0.351, -0.130, 0.569, -0.066
 118.671, -0.285, 0.485, 141.105, -0.229, -0.131, 0.523, 0.068
 114.640, -0.168, 0.496, 138.781, -0.107, -0.129, 0.571, 0.190
 110.427, -0.053, 0.507, 136.267, 0.012, -0.126, 0.714, 0.200
 106.016, 0.062, 0.516, 133.549, 0.133, -0.125, 0.607, 0.174
 101.434, 0.179, 0.524, 130.667, 0.254, -0.125, 0.451, 0.090
 96.804, 0.292, 0.530, 127.744, 0.373, -0.120, 0.332, 0.164
 92.233, 0.400, 0.534, 124.892, 0.486, -0.113, 0.324, 0.353
 87.798, 0.503, 0.536, 122.197, 0.594, -0.105, 0.352, 0.401
 83.491, 0.600, 0.536, 119.651, 0.695, -0.097, 0.379, 0.375
 79.299, 0.693, 0.532, 117.243, 0.793, -0.091, 0.403, 0.376
 75.191, 0.785, 0.527, 114.945, 0.887, -0.086, 0.422, 0.375
 71.207, 0.874, 0.518, 112.800, 0.979, -0.082, 0.438, 0.375
 67.355, 0.965, 0.506, 110.819, 1.071, -0.079, 0.448, 0.375
 63.568, 1.058, 0.490, 108.931, 1.163, -0.078, 0.437, 0.375
 59.914, 1.153, 0.470, 107.204, 1.256, -0.076, 0.303, 0.373
 56.439, 1.247, 0.448, 105.669, 1.346, -0.071, 0.262, 0.308
 53.186, 1.334, 0.422, 104.352, 1.428, -0.063, 0.221, 0.256
 50.164, 1.416, 0.394, 103.254, 1.502, -0.054, 0.214, 0.287
 47.401, 1.490, 0.364, 102.395, 1.567, -0.045, 0.241, 0.342
 44.878, 1.559, 0.332, 101.749, 1.625, -0.037, 0.292, 0.367
 42.644, 1.625, 0.297, 101.357, 1.674, -0.031, 0.347, 0.414
 40.640, 1.692, 0.257, 101.105, 1.702, -0.028, 0.406, 0.427
 38.949, 1.761, 0.214, 101.025, 1.729, -0.027, 0.487, 0.471
 37.580, 1.835, 0.167, 101.093, 1.755, -0.027, 0.549, 0.507
 36.531, 1.913, 0.115, 101.268, 1.782, -0.027, 0.601, 0.526
 35.872, 1.995, 0.059, 101.579, 1.809, -0.027, 0.631, 0.546
 35.716, 2.080, 0.001, 102.110, 1.836, -0.027, 0.628, 0.560
 36.060, 2.168, -0.059, 102.829, 1.864, -0.028, 0.626, 0.574
 36.923, 2.256, -0.120, 103.737, 1.893, -0.028, 0.622, 0.566
 38.351, 2.344, -0.180, 104.878, 1.922, -0.029, 0.613, 0.493
 40.303, 2.432, -0.238, 106.204, 1.951, -0.029, 0.576, 0.409
 42.749, 2.517, -0.295, 107.696, 1.980, -0.029, 0.474, 0.328
 45.623, 2.599, -0.348, 109.335, 2.010, -0.030, 0.410, 0.252
 48.804, 2.676, -0.395, 111.139, 2.040, -0.030, 0.335, 0.184
 52.176, 2.747, -0.436, 113.133, 2.070, -0.030, 0.384, 0.146
 55.627, 2.813, -0.471, 115.219, 2.101, -0.032, 0.473, 0.157
 59.163, 2.880, -0.503, 117.390, 2.137, -0.036, 0.601, 0.194
 62.809, 2.949, -0.530, 119.686, 2.179, -0.041, 0.750, 0.202
 66.597, 3.021, -0.555, 122.112, 2.227, -0.048, 0.750, 0.202
 70.531, 3.096, -0.576, 124.774, 2.281, -0.054, 0.750, 0.208
 74.606, -3.111, -0.592, 127.712, 2.341, -0.060, 0.628, -0.369
 78.749, -3.032, -0.606, 130.883, 2.408, -0.067, 0.716, -0.458
 82.856, -2.947, -0.616, 134.216, 2.483, -0.075, 0.750, -0.463
 86.922, -2.856, -0.623, 137.708, 2.567, -0.084, 0.750, -0.428
 90.909, -2.758, -0.628, 141.319, 2.660, -0.093, 0.750, -0.393
 94.757, -2.654, -0.631, 145.057, 2.762, -0.102, 0.750, -0.360
 98.420, -2.543, -0.631, 148.910, 2.873, -0.111, 0.750, -0.328
 101.857, -2.427, -0.629, 152.842, 2.992, -0.119, 0.750, -0.295
 104.990, -2.303, -0.625, 156.816, 3.120, -0.128, 0.750, -0.262
 107.916, -2.172, -0.620, 160.791, -3.026, -0.137, 0.750, -0.227
 110.506, -2.034, -0.613, 164.718, -2.881, -0.145, 0.696, -0.144
 112.709, -1.892, -0.605, 168.565, -2.731, -0.151, 0.599, -0.025
 114.484, -1.752, -0.596, 172.268, -2.581, -0.150, 0.505, 0.054
 115.608, -1.619, -0.586, 175.633, -2.437, -0.144, 0.409, 0.110
 116.162, -1.492, -0.575, 178.630, -2.300, -0.137, 0.319, 0.158
 116.155, -1.373, -0.565, 181.206, -2.171, -0.129, 0.256, 0.204
 115.767, -1.262, -0.556, 183.454, -2.050, -0.121, 0.289, 0.299
 115.132, -1.161, -0.546, 185.464, -1.938, -0.112, 0.323, 0.440
 114.240, -1.066, -0.537, 187.233, -1.834, -0.104, 0.352, 0.680
 113.130, -0.977, -0.528, 188.804, -1.736, -0.098, 0.376, 0.750
 111.776, -0.894, -0.519, 190.155, -1.643, -0.093, 0.395, 0.737
 110.166, -0.814, -0.510, 191.263, -1.554, -0.088, 0.400, 0.714
 108.296, -0.739, -0.502, 192.107, -1.470, -0.084, 0.429, 0.699
 106.155, -0.666, -0.493, 192.685, -1.389, -0.081, 0.441, 0.683
 103.765, -0.596, -0.485, 193.054, -1.310, -0.080, 0.446, 0.667
 101.113, -0.526, -0.477, 193.180, -1.231, -0.079, 0.450, 0.653
 98.191, -0.457, -0.469, 193.018, -1.154, -0.077, 0.457, 0.640
 95.013, -0.390, -0.462, 192.549, -1.080, -0.074, 0.466, 0.630
 91.580, -0.325, -0.455, 191.758, -1.008, -0.072, 0.465, 0.620
 87.914, -0.260, -0.450, 190.685, -0.937, -0.070, 0.373, 0.586
 84.047, -0.198, -0.446, 189.330, -0.870, -0.067, 0.284, 0.605
 80.053, -0.140, -0.443, 187.716, -0.810, -0.061, 0.210, 0.613
 75.992, -0.088, -0.442, 185.893, -0.757, -0.053, 0.141, 0.618
 71.897, -0.044, -0.443, 183.936, -0.713, -0.044, 0.155, 0.595
 67.784, -0.007, -0.445, 181.864, -0.677, -0.035, 0.229, 0.521
 63.632, 0.024, -0.449, 179.630, -0.650, -0.028, 0.260, 0.443
 59.405, 0.051, -0.455, 177.244, -0.629, -0.021, 0.285, 0.364
 55.090, 0.075, -0.462, 174.705, -0.612, -0.017, 0.314, 0.283
 50.663, 0.099, -0.472, 171.983, -0.597, -0.015, 0.342, 0.200
 46.138, 0.127, -0.484, 169.120, -0.581, -0.016, 0.336, 0.181
 41.560, 0.158, -0.497, 166.164, -0.563, -0.018, 0.282, 0.227
 36.972, 0.194, -0.514, 163.123, -0.543, -0.019, 0.191, 0.278
 32.409, 0.228, -0.533, 160.036, -0.528, -0.016, 0.096, 0.327
 27.897, 0.259, -0.555, 156.937, -0.519, -0.009, 0.009, 0.361
 23.448, 0.285, -0.581, 153.838, -0.518, -0.001, -0.060, 0.396
 21.624, 0.293, -0.598, 150.743, -0.527, 0.008, -0.079, 0.419
 23.962, 0.272, -0.599, 147.646, -0.545, 0.018, -0.026, 0.390
 26.309, 0.244, -0.599, 144.570, -0.571, 0.026, 0.042, 0.350
 28.672, 0.209, -0.599, 141.574, -0.603, 0.032, 0.122, 0.300
 31.058, 0.170, -0.598, 138.698, -0.638, 0.035, 0.207, 0.244
 33.446, 0.134, -0.596, 135.893, -0.670, 0.032, 0.281, 0.216
 35.789, 0.103, -0.593, 133.120, -0.696, 0.026, 0.340, 0.221
 38.073, 0.078, -0.590, 130.375, -0.715, 0.019, 0.384, 0.227
 40.262, 0.059, -0.587, 127.629, -0.728, 0.013, 0.414, 0.235
 42.356, 0.045, -0.583, 124.899, -0.736, 0.007, 0.432, 0.243
 44.352, 0.035, -0.578, 122.141, -0.738, 0.002, 0.431, 0.260
 46.241, 0.031, -0.574, 119.356, -0.736, -0.002, 0.418, 0.282
 47.983, 0.029, -0.570, 116.496, -0.730, -0.006, 0.398, 0.303
 49.548, 0.030, -0.566, 113.536, -0.722, -0.008, 0.377, 0.325
 50.917, 0.033, -0.563, 110.395, -0.714, -0.008, 0.353, 0.345
 52.120, 0.037, -0.561, 107.117, -0.705, -0.009, 0.324, 0.370
 53.200, 0.038, -0.559, 103.752, -0.699, -0.006, 0.292, 0.398
 54.199, 0.036, -0.557, 100.361, -0.697, -0.002, 0.270, 0.419
 55.120, 0.029, -0.555, 96.938, -0.699, 0.002, 0.251, 0.446
 55.962, 0.017, -0.554, 93.462, -0.706, 0.007, 0.234, 0.481
 56.720, 0.002, -0.553, 89.891, -0.719, 0.012, 0.220, 0.526
 57.390, -0.020, -0.553, 86.314, -0.761, 0.018, 0.164, 0.586
 58.002, -0.048, -0.551, 82.832, -0.811, 0.025, 0.140, 0.664
 58.569, -0.086, -0.549, 79.505, -0.871, 0.033, 0.178, 0.750
 59.072, -0.133, -0.546, 76.334, -0.941, 0.040, 0.211, 0.750
 59.497, -0.188, -0.541, 73.377, -1.021, 0.047, 0.237, 0.750
 59.801, -0.249, -0.534, 70.619, -1.109, 0.051, 0.254, 0.672
 59.979, -0.314, -0.525, 68.087, -1.203, 0.054, 0.267, 0.578
 60.079, -0.385, -0.514, 65.925, -1.304, 0.056, 0.272, 0.504
 60.149, -0.458, -0.500, 64.153, -1.408, 0.056, 0.304, 0.478
 60.277, -0.531, -0.484, 62.876, -1.512, 0.054, 0.350, 0.485
 60.477, -0.603, -0.466, 62.117, -1.614, 0.050, 0.384, 0.499
 60.713, -0.674, -0.445, 61.820, -1.715, 0.047, 0.388, 0.514
 61.044, -0.744, -0.422, 62.084, -1.813, 0.044, 0.395, 0.525
 222.211, -2.084, 0.514, 481.149, -0.000, 0.277, 0.750, 0.715
 222.278, -2.085, 0.514, 481.025, -0.000, 0.000, 0.014, 0.716
 222.442, -2.089, 0.515, 480.722, -0.003, 0.003, 0.012, 0.722
 222.679, -2.097, 0.517, 480.279, -0.009, 0.007, 0.026, 0.729
 222.987, -2.109, 0.518, 479.704, -0.020, 0.011, 0.042, 0.734
 223.376, -2.127, 0.521, 478.985, -0.035, 0.015, 0.057, 0.741
 223.862, -2.147, 0.523, 478.099, -0.053, 0.018, 0.068, 0.750
 224.440, -2.171, 0.527, 477.044, -0.073, 0.021, 0.081, 0.750
 225.153, -2.197, 0.531, 475.779, -0.095, 0.022, 0.090, 0.750
 226.010, -2.225, 0.535, 474.311, -0.119, 0.023, 0.100, 0.750
 227.000, -2.255, 0.540, 472.659, -0.144, 0.026, 0.114, 0.750
 228.100, -2.289, 0.546, 470.835, -0.173, 0.028, 0.133, 0.750
 229.334, -2.326, 0.552, 468.841, -0.204, 0.031, 0.154, 0.750
 230.729, -2.365, 0.558, 466.647, -0.236, 0.033, 0.175, 0.750
 232.326, -2.406, 0.565, 464.257, -0.271, 0.034, 0.189, 0.750
 234.105, -2.449, 0.572, 461.670, -0.306, 0.035, 0.177, 0.750
 236.080, -2.493, 0.579, 458.910, -0.343, 0.037, 0.169, 0.750
 238.264, -2.540, 0.587, 455.992, -0.383, 0.040, 0.162, 0.750
 240.670, -2.590, 0.594, 452.916, -0.425, 0.042, 0.159, 0.750
 243.294, -2.641, 0.601, 449.736, -0.469, 0.045, 0.171, 0.750
 246.208, -2.696, 0.608, 446.529, -0.517, 0.048, 0.184, 0.750
 249.319, -2.754, 0.614, 443.223, -0.569, 0.051, 0.196, 0.750
 252.648, -2.814, 0.621, 439.795, -0.623, 0.054, 0.205, 0.750
 256.196, -2.876, 0.627, 436.264, -0.678, 0.056, 0.213, 0.750
 259.980, -2.940, 0.632, 432.725, -0.737, 0.059, 0.224, 0.750
 264.002, -3.006, 0.637, 429.227, -0.798, 0.061, 0.234, 0.750
 268.255, -3.073, 0.641, 425.758, -0.861, 0.063, 0.242, 0.750
 272.730, -3.141, 0.643, 422.380, -0.927, 0.065, 0.249, 0.750
 277.395, 3.074, 0.645, 419.130, -0.993, 0.067, -0.495, 0.750
 282.135, 3.000, 0.646, 416.035, -1.066, 0.073, -0.473, 0.750
 286.822, 2.918, 0.646, 413.241, -1.148, 0.082, -0.437, 0.750
 291.438, 2.828, 0.645, 410.734, -1.240, 0.091, -0.401, 0.750
 295.974, 2.728, 0.643, 408.466, -1.341, 0.101, -0.364, 0.750
 300.347, 2.621, 0.641, 406.582, -1.451, 0.110, -0.328, 0.750
 304.512, 2.505, 0.637, 405.107, -1.571, 0.120, -0.329, 0.750
 308.439, 2.380, 0.632, 404.022, -1.700, 0.129, -0.267, 0.750
 311.964, 2.249, 0.627, 403.502, -1.837, 0.137, -0.226, 0.750
 315.173, 2.110, 0.621, 403.366, -1.982, 0.145, -0.197, 0.750
 318.001, 1.965, 0.614, 403.632, -2.133, 0.151, -0.071, 0.646
 320.339, 1.820, 0.607, 404.390, -2.285, 0.152, 0.023, 0.553
 322.296, 1.678, 0.600, 405.513, -2.434, 0.149, 0.095, 0.452
 323.858, 1.543, 0.592, 406.934, -2.577, 0.143, 0.149, 0.355
 324.823, 1.416, 0.584, 405.739, -1.141, 0.135, 0.191, 0.264
 325.373, 1.297, 0.577, 403.790, -1.269, 0.126, 0.270, 0.268
 325.679, 1.188, 0.570, 402.103, -1.390, 0.117, 0.401, 0.303
 325.782, 1.086, 0.563, 400.650, -1.503, 0.108, 0.616, 0.337
 325.683, 0.993, 0.556, 399.437, -1.608, 0.100, 0.750, 0.368
 325.353, 0.907, 0.549, 398.492, -1.706, 0.093, 0.750, 0.395
 324.810, 0.826, 0.543, 397.787, -1.799, 0.087, 0.750, 0.418
 324.065, 0.751, 0.536, 397.304, -1.886, 0.082, 0.750, 0.436
 323.055, 0.678, 0.530, 397.126, -1.970, 0.078, 0.750, 0.451
 321.777, 0.608, 0.524, 397.239, -2.052, 0.076, 0.750, 0.459
 320.207, 0.539, 0.519, 397.680, -2.133, 0.075, 0.739, 0.464
 318.342, 0.471, 0.513, 398.451, -2.213, 0.074, 0.726, 0.467
 316.223, 0.403, 0.508, 399.508, -2.292, 0.073, 0.715, 0.472
 313.859, 0.337, 0.502, 400.855, -2.369, 0.071, 0.705, 0.477
 311.254, 0.273, 0.497, 402.504, -2.445, 0.069, 0.684, 0.390
 308.431, 0.211, 0.493, 404.474, -2.517, 0.066, 0.684, 0.302
 305.445, 0.153, 0.490, 406.735, -2.583, 0.061, 0.686, 0.223
 302.366, 0.102, 0.487, 409.173, -2.642, 0.054, 0.684, 0.159
 299.249, 0.059, 0.484, 411.711, -2.691, 0.045, 0.683, 0.096
 296.113, 0.025, 0.482, 414.329, -2.732, 0.036, 0.708, 0.067
 292.972, 0.000, 0.480, 417.023, -2.762, 0.027, 0.750, 0.066
 289.826, -0.016, 0.479, 419.790, -2.783, 0.017, 0.750, 0.040
 286.675, -0.023, 0.478, 422.616, -2.795, 0.008, 0.750, 0.031
 283.520, -0.022, 0.477, 425.487, -2.796, -0.001, 0.746, 0.034
 280.349, -0.011, 0.477, 428.403, -2.789, -0.010, 0.711, 0.049
 277.155, 0.007, 0.477, 431.364, -2.774, -0.018, 0.683, 0.070
 273.921, 0.033, 0.477, 434.393, -2.750, -0.026, 0.680, 0.100
 270.623, 0.067, 0.477, 437.474, -2.719, -0.033, 0.650, 0.128
 267.219, 0.106, 0.476, 440.642, -2.683, -0.039, 0.601, 0.152
 263.709, 0.150, 0.476, 443.886, -2.642, -0.044, 0.571, 0.215
 260.072, 0.198, 0.475, 447.226, -2.597, -0.047, 0.541, 0.284
 256.269, 0.248, 0.474, 450.675, -2.553, -0.048, 0.512, 0.355
 252.304, 0.298, 0.472, 454.219, -2.508, -0.048, 0.524, 0.427
 248.203, 0.348, 0.469, 457.823, -2.465, -0.047, 0.550, 0.499
 243.981, 0.399, 0.465, 461.470, -2.423, -0.047, 0.572, 0.571
 239.668, 0.450, 0.460, 465.125, -2.382, -0.046, 0.575, 0.634
 235.257, 0.502, 0.454, 468.811, -2.343, -0.045, 0.576, 0.711
 230.783, 0.554, 0.446, 472.500, -2.305, -0.045, 0.580, 0.750
 226.253, 0.607, 0.437, 476.200, -2.267, -0.044, 0.581, 0.750
 221.714, 0.661, 0.426, 479.879, -2.232, -0.043, 0.585, 0.750
 217.208, 0.716, 0.414, 483.505, -2.197, -0.042, 0.588, 0.750
 212.695, 0.771, 0.400, 487.155, -2.164, -0.041, 0.574, 0.750
 208.241, 0.827, 0.385, 490.779, -2.133, -0.040, 0.551, 0.750
 203.872, 0.882, 0.368, 494.378, -2.103, -0.038, 0.527, 0.750
 199.597, 0.936, 0.349, 497.972, -2.077, -0.035, 0.500, 0.750
 195.470, 0.988, 0.329, 501.530, -2.055, -0.032, 0.471, 0.750
 191.485, 1.038, 0.307, 505.083, -2.037, -0.028, 0.440, 0.750
 187.696, 1.083, 0.284, 508.602, -2.025, -0.022, 0.369, 0.750
 184.168, 1.122, 0.260, 512.041, -2.021, -0.014, 0.297, 0.750
 180.906, 1.153, 0.234, 515.411, -2.026, -0.006, 0.236, 0.750
 177.880, 1.176, 0.208, 518.754, -2.040, 0.004, 0.183, 0.727
 175.103, 1.190, 0.180, 522.066, -2.063, 0.013, 0.137, 0.680
 172.560, 1.195, 0.152, 525.370, -2.096, 0.023, 0.098, 0.645
 170.240, 1.192, 0.123, 528.683, -2.138, 0.032, 0.064, 0.619
 168.081, 1.181, 0.094, 532.060, -2.188, 0.040, 0.051, 0.612
 166.023, 1.163, 0.064, 535.547, -2.245, 0.048, 0.089, 0.645
 164.046, 1.138, 0.035, 539.154, -2.309, 0.055, 0.133, 0.687
 162.086, 1.105, 0.005, 542.934, -2.380, 0.062, 0.185, 0.740
 160.064, 1.066, -0.025, 543.556, -1.759, 0.069, 0.217, 0.729
 157.933, 1.022, -0.055, 543.871, -1.844, 0.074, 0.186, 0.750
 155.690, 0.972, -0.084, 544.567, -1.934, 0.079, 0.157, 0.750
 153.350, 0.917, -0.114, 545.628, -2.030, 0.085, 0.133, 0.750
 150.822, 0.855, -0.143, 547.144, -2.131, 0.091, 0.112, 0.750
 148.062, 0.787, -0.171, 549.146, -2.236, 0.096, 0.091, 0.750
 145.113, 0.715, -0.198, 551.564, -2.345, 0.100, 0.072, 0.750
 141.916, 0.637, -0.225, 554.442, -2.458, 0.104, 0.053, 0.750
 138.493, 0.554, -0.251, 557.726, -2.575, 0.109, 0.038, 0.750
 134.830, 0.466, -0.275, 561.404, -2.695, 0.113, 0.026, 0.620
 131.004, 0.372, -0.298, 559.814, -1.496, 0.116, 0.011, 0.497
 127.190, 0.279, -0.319, 557.569, -1.610, 0.114, 0.025, 0.433
 123.441, 0.188, -0.338, 555.758, -1.721, 0.110, 0.111, 0.460
 119.578, 0.097, -0.352, 554.980, -1.826, 0.106, 0.223, 0.466
 115.678, 0.009, -0.363, 554.680, -1.925, 0.099, 0.358, 0.466
 111.755, -0.074, -0.372, 554.829, -2.017, 0.092, 0.350, 0.486
 107.822, -0.153, -0.378, 555.459, -2.101, 0.085, 0.324, 0.495
 103.849, -0.229, -0.381, 556.484, -2.181, 0.080, 0.329, 0.435
 99.863, -0.305, -0.381, 557.934, -2.257, 0.076, 0.437, 0.451
 95.871, -0.378, -0.379, 559.719, -2.328, 0.071, 0.523, 0.479
 91.864, -0.451, -0.374, 561.846, -2.396, 0.068, 0.619, 0.492
 87.807, -0.524, -0.366, 564.259, -2.461, 0.065, 0.750, 0.501
 83.769, -0.598, -0.355, 567.004, -2.524, 0.063, 0.750, 0.508
 79.787, -0.674, -0.340, 570.080, -2.585, 0.061, 0.744, 0.487
 75.885, -0.751, -0.321, 573.462, -2.643, 0.058, 0.642, 0.459
 72.091, -0.831, -0.298, 577.129, -2.699, 0.056, 0.556, 0.426
 68.479, -0.910, -0.270, 581.035, -2.751, 0.052, 0.481, 0.387
 65.130, -0.988, -0.239, 585.137, -2.798, 0.046, 0.446, 0.342
 62.165, -1.063, -0.203, 589.409, -2.837, 0.040, 0.441, 0.291
 59.557, -1.134, -0.164, 593.789, -2.869, 0.032, 0.465, 0.190
 57.280, -1.200, -0.121, 598.236, -2.892, 0.023, 0.533, 0.068
 55.336, -1.258, -0.076, 602.724, -2.905, 0.014, 0.606, 0.000
 53.677, -1.309, -0.030, 607.234, -2.909, 0.004, 0.691, 0.000
 52.334, -1.352, 0.019, 608.232, 0.238, -0.006, 0.703, 0.000
 51.289, -1.387, 0.069, 603.681, 0.253, -0.015, 0.597, 0.028
 50.550, -1.413, 0.121, 599.112, 0.278, -0.025, 0.523, 0.056
 50.046, -1.431, 0.172, 594.551, 0.312, -0.034, 0.483, 0.022
 49.731, -1.442, 0.224, 590.037, 0.354, -0.042, 0.452, -0.028
 49.550, -1.445, 0.275, 585.643, 0.401, -0.048, 0.435, -0.079
 49.462, -1.443, 0.325, 581.426, 0.453, -0.052, 0.466, -0.132
 49.446, -1.434, 0.373, 577.369, 0.510, -0.057, 0.473, -0.152
 49.508, -1.418, 0.420, 573.462, 0.573, -0.063, 0.484, -0.166
 49.565, -1.395, 0.466, 569.748, 0.642, -0.069, 0.497, -0.179
 49.544, -1.365, 0.510, 566.264, 0.716, -0.074, 0.504, -0.183
 49.495, -1.327, 0.553, 562.990, 0.796, -0.080, 0.516, -0.191
 49.343, -1.283, 0.594, 559.975, 0.882, -0.086, 0.536, -0.206
 49.074, -1.231, 0.634, 557.229, 0.974, -0.092, 0.564, -0.228
 48.676, -1.171, 0.672, 554.765, 1.073, -0.098, 0.607, -0.256
 48.144, -1.102, 0.709, 552.580, 1.178, -0.106, 0.683, -0.292
 47.440, -1.024, 0.745, 550.709, 1.292, -0.114, 0.750, -0.316
 46.633, -0.936, 0.780, 549.080, 1.415, -0.123, 0.750, -0.280
 45.710, -0.837, 0.814, 547.711, 1.547, -0.132, 0.750, -0.288
 44.680, -0.729, 0.846, 546.601, 1.688, -0.141, 0.750, -0.236
 43.514, -0.610, 0.877, 545.793, 1.838, -0.149, 0.750, -0.180
 42.202, -0.484, 0.906, 545.291, 1.993, -0.155, 0.684, -0.092
 40.696, -0.353, 0.933, 545.147, 2.151, -0.158, 0.506, 0.082
 39.061, -0.223, 0.958, 545.328, 2.306, -0.155, 0.319, 0.224
 37.324, -0.095, 0.977, 545.902, 2.453, -0.147, 0.147, 0.381
 35.525, 0.030, 0.990, 546.872, 2.591, -0.138, 0.057, 0.693
 33.739, 0.152, 0.997, 548.060, 2.720, -0.129, 0.230, 0.520
 31.982, 0.266, 1.002, 549.353, 2.839, -0.119, 0.382, 0.424
 30.217, 0.376, 1.004, 550.755, 2.951, -0.112, 0.503, 0.429
 28.389, 0.486, 1.003, 552.338, 3.060, -0.109, 0.664, 0.415
 31.180, 0.559, 1.041, 554.120, -3.116, -0.107, 0.750, 0.408
 37.337, 0.614, 1.098, 556.115, -3.010, -0.106, 0.750, 0.406
 43.519, 0.682, 1.143, 558.325, -2.904, -0.107, 0.646, 0.408
 49.703, 0.759, 1.179, 560.723, -2.796, -0.107, 0.519, 0.410
 55.873, 0.843, 1.208, 563.269, -2.689, -0.107, 0.434, 0.409
 62.103, 0.929, 1.232, 565.855, -2.586, -0.104, 0.354, 0.406
 68.533, 1.012, 1.251, 568.324, -2.489, -0.097, 0.381, 0.479
 75.211, 1.092, 1.266, 570.618, -2.400, -0.089, 0.361, 0.542
 82.057, 1.169, 1.279, 572.792, -2.316, -0.083, 0.309, 0.542
 89.036, 1.240, 1.290, 574.854, -2.240, -0.076, 0.270, 0.544
 96.122, 1.307, 1.299, 576.817, -2.170, -0.070, 0.239, 0.547
 103.342, 1.367, 1.307, 578.653, -2.108, -0.063, 0.215, 0.550
 110.708, 1.422, 1.314, 580.345, -2.052, -0.055, 0.167, 0.537
 118.221, 1.469, 1.320, 581.881, -2.005, -0.048, 0.117, 0.522
 125.844, 1.508, 1.326, 583.287, -1.966, -0.039, 0.075, 0.509
 133.542, 1.538, 1.331, 584.590, -1.935, -0.030, 0.040, 0.496
 141.261, 1.560, 1.337, 585.840, -1.914, -0.021, 0.014, 0.487
 149.023, 1.572, 1.342, 587.012, -1.902, -0.012, -0.001, 0.480
 156.817, 1.575, 1.347, 588.118, -1.900, -0.003, -0.006, 0.478
 164.640, 1.569, 1.352, 589.160, -1.907, 0.007, 0.003, 0.475
 172.460, 1.554, 1.357, 590.170, -1.922, 0.016, 0.023, 0.477
 180.247, 1.530, 1.362, 591.179, -1.946, 0.024, 0.052, 0.481
 188.021, 1.499, 1.367, 592.181, -1.978, 0.032, 0.088, 0.488
 195.725, 1.462, 1.371, 593.237, -2.016, 0.038, 0.130, 0.496
 203.336, 1.422, 1.375, 594.387, -2.058, 0.042, 0.175, 0.504
 210.873, 1.381, 1.378, 595.629, -2.102, 0.044, 0.222, 0.513
 218.319, 1.339, 1.380, 596.985, -2.147, 0.045, 0.254, 0.512
 225.619, 1.297, 1.382, 598.506, -2.192, 0.046, 0.288, 0.510
 232.731, 1.255, 1.383, 600.229, -2.238, 0.046, 0.336, 0.509
 239.662, 1.213, 1.384, 602.148, -2.285, 0.046, 0.392, 0.509
 246.352, 1.172, 1.384, 604.311, -2.330, 0.046, 0.457, 0.509
 252.714, 1.132, 1.384, 606.788, -2.375, 0.045, 0.533, 0.508
 258.733, 1.093, 1.385, 609.588, -2.419, 0.044, 0.621, 0.508
 264.458, 1.056, 1.384, 607.335, 0.680, 0.043, 0.723, 0.508
 269.899, 1.020, 1.384, 603.988, 0.639, 0.041, 0.750, 0.509
 275.037, 0.985, 1.384, 600.363, 0.599, 0.040, 0.750, 0.509
 279.892, 0.953, 1.383, 596.479, 0.561, 0.038, 0.750, 0.509
 284.458, 0.922, 1.383, 592.337, 0.524, 0.036, 0.750, 0.510
 288.754, 0.893, 1.382, 587.948, 0.490, 0.035, 0.750, 0.510
 292.773, 0.866, 1.382, 583.313, 0.457, 0.033, 0.750, 0.510
 296.518, 0.840, 1.381, 578.429, 0.426, 0.031, 0.750, 0.511
 300.007, 0.816, 1.380, 573.319, 0.396, 0.029, 0.750, 0.512
 303.220, 0.795, 1.379, 567.972, 0.369, 0.027, 0.750, 0.512
 306.144, 0.775, 1.379, 562.391, 0.344, 0.025, 0.750, 0.506
 308.816, 0.759, 1.378, 556.599, 0.322, 0.022, 0.750, 0.496
 311.263, 0.746, 1.377, 550.628, 0.304, 0.018, 0.750, 0.486
 313.473, 0.736, 1.376, 544.466, 0.289, 0.015, 0.750, 0.478
 315.467, 0.730, 1.376, 538.131, 0.278, 0.011, 0.750, 0.471
 317.251, 0.729, 1.375, 531.638, 0.271, 0.007, 0.750, 0.467
 318.833, 0.732, 1.374, 524.998, 0.269, 0.002, 0.750, 0.466
