//dist, ballAng, tarAng, coll, obstAng, spin, for0, for1
 49.746, 0.915, 0.035, 38.463, -1.205, 0.038, 0.153, 0.690
 47.063, 0.900, 0.009, 37.260, -1.246, 0.041, 0.158, 0.735
 44.285, 0.886, -0.020, 36.059, -1.290, 0.044, 0.134, 0.750
 41.418, 0.871, -0.052, 34.895, -1.337, 0.047, 0.099, 0.750
 38.503, 0.853, -0.087, 33.802, -1.389, 0.053, 0.069, 0.750
 35.555, 0.831, -0.124, 32.809, -1.448, 0.059, 0.043, 0.750
 34.918, 0.805, -0.164, 31.913, -1.514, 0.065, 0.013, 0.750
 35.755, 0.771, -0.203, 31.126, -1.587, 0.073, -0.009, 0.750
 36.522, 0.727, -0.240, 30.525, -1.668, 0.081, -0.025, 0.750
 37.176, 0.672, -0.274, 30.165, -1.756, 0.089, -0.037, 0.750
 37.727, 0.608, -0.306, 30.031, -1.852, 0.096, -0.050, 0.750
 38.153, 0.533, -0.335, 30.164, -1.956, 0.104, -0.061, 0.750
 38.424, 0.447, -0.361, 30.605, -2.068, 0.111, -0.070, 0.596
 38.473, 0.352, -0.382, 31.478, -2.183, 0.115, -0.049, 0.481
 38.411, 0.253, -0.398, 32.109, -0.727, 0.115, 0.054, 0.750
 38.179, 0.150, -0.410, 29.045, -0.841, 0.115, 0.173, 0.750
 37.682, 0.041, -0.417, 26.187, -0.957, 0.116, 0.356, 0.750
 36.939, -0.073, -0.419, 23.524, -1.073, 0.116, 0.443, 0.720
 35.052, -0.172, -0.437, 21.022, -1.189, 0.116, 0.443, 0.610
 32.113, -0.254, -0.472, 18.825, -1.304, 0.115, 0.414, 0.508
 29.016, -0.335, -0.498, 17.203, -1.408, 0.105, 0.400, 0.455
 25.873, -0.412, -0.520, 15.958, -1.504, 0.096, 0.365, 0.530
 26.615, -0.458, -0.569, 14.970, -1.593, 0.089, 0.349, 0.605
 30.488, -0.490, -0.632, 14.238, -1.680, 0.086, 0.330, 0.674
 34.439, -0.533, -0.685, 13.827, -1.765, 0.086, 0.328, 0.750
 38.367, -0.584, -0.729, 13.673, -1.851, 0.086, 0.328, 0.750
 42.292, -0.644, -0.765, 13.865, -1.938, 0.087, 0.331, 0.680
 46.260, -0.711, -0.793, 14.483, -2.025, 0.087, 0.331, 0.586
 50.349, -0.784, -0.815, 15.556, -2.110, 0.085, 0.325, 0.515
 54.689, -0.859, -0.831, 17.109, -2.191, 0.081, 0.310, 0.461
 59.296, -0.933, -0.842, 19.065, -2.267, 0.076, 0.362, 0.429
 64.153, -1.003, -0.851, 21.365, -2.337, 0.070, 0.453, 0.471
 69.310, -1.073, -0.857, 24.066, -2.403, 0.065, 0.536, 0.501
 74.693, -1.140, -0.860, 27.123, -2.464, 0.061, 0.629, 0.516
 80.221, -1.206, -0.862, 30.466, -2.522, 0.058, 0.750, 0.528
 85.934, -1.271, -0.862, 34.117, -2.578, 0.055, 0.750, 0.538
 91.794, -1.335, -0.861, 38.055, -2.631, 0.054, 0.750, 0.544
 97.801, -1.397, -0.859, 42.251, -2.682, 0.051, 0.750, 0.499
 104.073, -1.458, -0.856, 46.733, -2.731, 0.048, 0.750, 0.456
 110.572, -1.514, -0.854, 51.431, -2.774, 0.044, 0.750, 0.416
 117.254, -1.564, -0.851, 56.304, -2.813, 0.039, 0.750, 0.380
 124.106, -1.607, -0.849, 61.300, -2.845, 0.032, 0.750, 0.349
 131.147, -1.642, -0.848, 66.393, -2.868, 0.024, 0.750, 0.324
 138.530, -1.668, -0.847, 71.619, -2.884, 0.016, 0.750, 0.306
 146.082, -1.685, -0.847, 76.920, -2.891, 0.007, 0.750, 0.294
 153.684, -1.693, -0.847, 82.267, -2.891, -0.001, 0.744, 0.232
 161.334, -1.692, -0.848, 87.656, -2.881, -0.009, 0.696, 0.122
 168.995, -1.681, -0.850, 93.063, -2.863, -0.019, 0.649, 0.039
 176.627, -1.661, -0.852, 98.469, -2.835, -0.028, 0.603, -0.024
 184.200, -1.631, -0.854, 103.856, -2.798, -0.037, 0.560, -0.055
 191.710, -1.592, -0.857, 109.196, -2.753, -0.045, 0.521, -0.020
 199.070, -1.547, -0.861, 114.420, -2.701, -0.051, 0.500, 0.023
 206.221, -1.496, -0.865, 119.479, -2.645, -0.056, 0.499, 0.075
 213.173, -1.439, -0.869, 124.371, -2.584, -0.061, 0.502, 0.137
 219.921, -1.381, -0.875, 129.109, -2.521, -0.063, 0.510, 0.206
 226.382, -1.322, -0.880, 133.643, -2.459, -0.063, 0.511, 0.261
 232.574, -1.264, -0.887, 138.018, -2.398, -0.061, 0.517, 0.328
 238.414, -1.208, -0.893, 142.193, -2.339, -0.059, 0.526, 0.407
 243.911, -1.155, -0.899, 146.240, -2.283, -0.056, 0.536, 0.498
 249.072, -1.104, -0.905, 150.195, -2.229, -0.054, 0.544, 0.604
 253.841, -1.055, -0.912, 154.010, -2.177, -0.052, 0.552, 0.727
 258.289, -1.008, -0.917, 157.748, -2.127, -0.050, 0.558, 0.750
 262.378, -0.963, -0.923, 161.345, -2.079, -0.048, 0.566, 0.750
 266.124, -0.921, -0.929, 164.803, -2.033, -0.046, 0.575, 0.750
 269.510, -0.880, -0.935, 168.098, -1.989, -0.044, 0.582, 0.750
 272.458, -0.840, -0.941, 171.139, -1.946, -0.043, 0.587, 0.750
 275.055, -0.802, -0.948, 174.013, -1.905, -0.041, 0.593, 0.750
 277.280, -0.765, -0.954, 176.671, -1.865, -0.039, 0.597, 0.750
 279.188, -0.729, -0.960, 179.181, -1.828, -0.038, 0.596, 0.750
 280.756, -0.696, -0.967, 181.497, -1.791, -0.036, 0.595, 0.750
 282.009, -0.663, -0.973, 183.641, -1.757, -0.035, 0.595, 0.750
 282.961, -0.633, -0.980, 185.615, -1.724, -0.033, 0.597, 0.750
 283.510, -0.605, -0.987, 187.211, -1.694, -0.030, 0.602, 0.750
 283.767, -0.578, -0.994, 188.648, -1.666, -0.028, 0.604, 0.750
 283.750, -0.554, -1.001, 189.935, -1.640, -0.026, 0.608, 0.750
 283.479, -0.532, -1.008, 191.083, -1.617, -0.023, 0.615, 0.750
 282.936, -0.512, -1.016, 192.053, -1.596, -0.021, 0.623, 0.750
 282.110, -0.494, -1.023, 192.826, -1.577, -0.019, 0.631, 0.750
 281.040, -0.479, -1.031, 193.481, -1.561, -0.016, 0.642, 0.750
 279.684, -0.465, -1.038, 193.931, -1.547, -0.014, 0.618, 0.750
 278.075, -0.454, -1.046, 194.217, -1.535, -0.012, 0.601, 0.750
 276.242, -0.447, -1.054, 194.344, -1.527, -0.008, 0.590, 0.750
 274.208, -0.444, -1.062, 194.313, -1.524, -0.003, 0.586, 0.750
 272.034, -0.446, -1.069, 194.222, -1.525, 0.002, 0.589, 0.738
 269.721, -0.452, -1.077, 194.076, -1.531, 0.006, 0.598, 0.708
 267.263, -0.462, -1.085, 193.891, -1.541, 0.009, 0.614, 0.688
 264.680, -0.474, -1.092, 193.708, -1.552, 0.011, 0.634, 0.677
 261.979, -0.486, -1.099, 193.526, -1.563, 0.011, 0.657, 0.676
 259.191, -0.497, -1.105, 193.411, -1.573, 0.010, 0.675, 0.681
 256.311, -0.508, -1.111, 193.373, -1.581, 0.009, 0.670, 0.690
 253.333, -0.518, -1.116, 193.403, -1.589, 0.007, 0.665, 0.699
 250.255, -0.528, -1.121, 193.485, -1.596, 0.007, 0.661, 0.704
 247.088, -0.538, -1.126, 193.612, -1.604, 0.007, 0.657, 0.705
 243.864, -0.549, -1.129, 194.022, -1.653, 0.007, 0.660, 0.705
 240.583, -0.561, -1.133, 194.868, -1.703, 0.008, 0.663, 0.705
 237.268, -0.573, -1.136, 196.189, -1.753, 0.008, 0.667, 0.706
 233.932, -0.587, -1.138, 197.984, -1.802, 0.008, 0.670, 0.709
 230.590, -0.600, -1.140, 200.255, -1.852, 0.008, 0.673, 0.711
 227.210, -0.615, -1.141, 202.949, -1.900, 0.009, 0.676, 0.711
 223.832, -0.630, -1.142, 206.128, -1.948, 0.009, 0.679, 0.713
 220.462, -0.646, -1.142, 209.767, -1.995, 0.008, 0.682, 0.716
 217.104, -0.661, -1.142, 213.841, -2.040, 0.008, 0.682, 0.718
 213.764, -0.677, -1.140, 218.350, -2.083, 0.008, 0.683, 0.720
 210.442, -0.693, -1.138, 223.263, -2.124, 0.007, 0.685, 0.721
 207.136, -0.711, -1.136, 228.541, -2.165, 0.008, 0.687, 0.720
 203.851, -0.728, -1.133, 234.163, -2.204, 0.007, 0.689, 0.720
 200.590, -0.746, -1.129, 240.095, -2.242, 0.007, 0.692, 0.721
 197.378, -0.763, -1.124, 246.347, -2.277, 0.006, 0.695, 0.725
 194.228, -0.782, -1.119, 252.911, -2.310, 0.006, 0.699, 0.725
 191.109, -0.801, -1.113, 259.766, -2.343, 0.006, 0.703, 0.726
 188.008, -0.820, -1.106, 266.872, -2.373, 0.005, 0.708, 0.729
 184.949, -0.839, -1.098, 274.196, -2.402, 0.005, 0.714, 0.729
 181.968, -0.859, -1.089, 278.193, -1.080, 0.005, 0.720, 0.730
 179.060, -0.880, -1.080, 273.157, -1.113, 0.005, 0.726, 0.731
 176.199, -0.901, -1.069, 268.420, -1.148, 0.004, 0.733, 0.734
 173.359, -0.922, -1.058, 263.967, -1.182, 0.003, 0.741, 0.736
 170.587, -0.943, -1.046, 259.860, -1.217, 0.003, 0.750, 0.738
 167.892, -0.964, -1.033, 256.119, -1.253, 0.002, 0.750, 0.742
 165.266, -0.986, -1.018, 252.747, -1.288, 0.001, 0.750, 0.744
 162.677, -1.008, -1.003, 249.716, -1.325, 0.001, 0.750, 0.744
 160.152, -1.031, -0.987, 247.063, -1.362, 0.001, 0.750, 0.746
 157.735, -1.055, -0.969, 244.843, -1.400, 0.000, 0.750, 0.733
 155.455, -1.079, -0.951, 243.081, -1.437, -0.000, 0.747, 0.680
 153.312, -1.101, -0.932, 241.762, -1.473, -0.003, 0.734, 0.618
 151.328, -1.120, -0.912, 240.877, -1.505, -0.006, 0.712, 0.558
 149.502, -1.136, -0.893, 240.413, -1.534, -0.010, 0.687, 0.505
 147.821, -1.148, -0.873, 240.336, -1.559, -0.013, 0.665, 0.462
 146.270, -1.158, -0.853, 240.610, -1.580, -0.016, 0.649, 0.436
 144.857, -1.165, -0.835, 241.213, -1.599, -0.017, 0.644, 0.428
 143.476, -1.171, -0.817, 242.007, -1.617, -0.018, 0.644, 0.425
 142.216, -1.175, -0.799, 243.078, -1.633, -0.019, 0.642, 0.423
 141.030, -1.177, -0.783, 244.371, -1.647, -0.020, 0.638, 0.421
 139.817, -1.177, -0.767, 245.643, -1.626, -0.022, 0.623, 0.408
 138.603, -1.173, -0.751, 246.759, -1.602, -0.024, 0.610, 0.399
 137.394, -1.168, -0.737, 247.722, -1.577, -0.025, 0.600, 0.398
 136.119, -1.161, -0.724, 248.468, -1.552, -0.025, 0.600, 0.418
 134.793, -1.152, -0.712, 249.026, -1.526, -0.026, 0.603, 0.447
 133.315, -1.142, -0.700, 249.317, -1.499, -0.027, 0.604, 0.479
 131.644, -1.131, -0.689, 249.321, -1.472, -0.026, 0.611, 0.511
 129.890, -1.122, -0.679, 249.171, -1.447, -0.025, 0.622, 0.539
 128.041, -1.114, -0.668, 248.867, -1.424, -0.023, 0.632, 0.564
 125.987, -1.107, -0.658, 248.302, -1.402, -0.022, 0.641, 0.584
 123.750, -1.103, -0.647, 247.515, -1.382, -0.020, 0.654, 0.598
 121.406, -1.102, -0.635, 246.589, -1.365, -0.018, 0.665, 0.604
 118.929, -1.102, -0.623, 245.507, -1.347, -0.017, 0.668, 0.607
 116.274, -1.103, -0.609, 244.218, -1.330, -0.017, 0.669, 0.608
 113.427, -1.105, -0.594, 242.702, -1.314, -0.016, 0.674, 0.604
 110.431, -1.109, -0.579, 240.988, -1.297, -0.017, 0.674, 0.599
 107.367, -1.114, -0.562, 239.147, -1.280, -0.016, 0.677, 0.591
 104.217, -1.120, -0.543, 237.152, -1.264, -0.017, 0.677, 0.582
 100.960, -1.127, -0.524, 234.971, -1.246, -0.017, 0.677, 0.572
 97.616, -1.133, -0.504, 232.617, -1.228, -0.018, 0.673, 0.564
 94.196, -1.140, -0.482, 230.095, -1.209, -0.019, 0.673, 0.556
 90.691, -1.147, -0.460, 222.478, 0.381, -0.020, 0.659, 0.502
 87.137, -1.153, -0.436, 214.011, 0.403, -0.021, 0.657, 0.483
 83.556, -1.158, -0.412, 205.681, 0.426, -0.024, 0.650, 0.462
 79.960, -1.162, -0.387, 197.488, 0.452, -0.026, 0.637, 0.426
 76.341, -1.164, -0.361, 189.427, 0.480, -0.028, 0.623, 0.389
 72.665, -1.165, -0.334, 181.564, 0.510, -0.030, 0.583, 0.354
 68.935, -1.165, -0.307, 173.950, 0.541, -0.031, 0.510, 0.320
 65.145, -1.164, -0.281, 166.643, 0.573, -0.032, 0.443, 0.286
 61.288, -1.163, -0.254, 159.657, 0.604, -0.031, 0.393, 0.253
 57.386, -1.162, -0.228, 152.993, 0.634, -0.031, 0.423, 0.221
 53.464, -1.160, -0.203, 146.637, 0.665, -0.031, 0.459, 0.189
 49.486, -1.158, -0.178, 140.601, 0.697, -0.031, 0.495, 0.159
 45.497, -1.155, -0.153, 134.841, 0.729, -0.032, 0.531, 0.129
 41.476, -1.149, -0.127, 129.326, 0.763, -0.035, 0.568, 0.149
 37.402, -1.139, -0.101, 124.023, 0.803, -0.040, 0.604, 0.153
 33.227, -1.126, -0.073, 118.951, 0.849, -0.045, 0.635, 0.173
 29.002, -1.108, -0.043, 114.104, 0.900, -0.051, 0.675, 0.195
 29.951, -1.123, 0.024, 109.425, 0.953, -0.054, 0.682, 0.163
 30.940, -1.129, 0.088, 105.003, 1.013, -0.060, 0.673, 0.087
 31.954, -1.125, 0.149, 100.838, 1.080, -0.067, 0.674, 0.032
 32.955, -1.110, 0.206, 96.960, 1.153, -0.073, 0.683, -0.011
 33.867, -1.084, 0.259, 93.431, 1.233, -0.080, 0.702, -0.046
 34.546, -1.046, 0.308, 90.378, 1.321, -0.088, 0.750, -0.075
 35.061, -0.996, 0.353, 87.708, 1.417, -0.096, 0.750, -0.104
 35.368, -0.934, 0.394, 85.460, 1.522, -0.105, 0.750, -0.132
 35.466, -0.860, 0.432, 83.632, 1.635, -0.113, 0.750, -0.160
 35.366, -0.773, 0.466, 82.208, 1.757, -0.122, 0.750, -0.182
 35.036, -0.675, 0.496, 81.248, 1.887, -0.129, 0.750, -0.204
 34.361, -0.562, 0.519, 80.906, 2.024, -0.137, 0.750, -0.219
 33.385, -0.437, 0.535, 81.137, 2.166, -0.143, 0.611, -0.070
 32.204, -0.304, 0.545, 81.813, 2.311, -0.144, 0.435, 0.092
 30.865, -0.168, 0.547, 82.909, 2.450, -0.139, 0.241, 0.227
 29.424, -0.031, 0.540, 84.410, 2.582, -0.131, 0.061, 0.580
 27.964, 0.104, 0.526, 86.186, 2.704, -0.122, 0.181, 0.569
 26.558, 0.236, 0.505, 88.144, 2.816, -0.112, 0.338, 0.422
 25.230, 0.364, 0.479, 86.369, 1.349, -0.104, 0.485, 0.396
 26.875, 0.472, 0.470, 84.505, 1.447, -0.098, 0.623, 0.375
 32.183, 0.559, 0.485, 82.918, 1.544, -0.097, 0.654, 0.370
 37.386, 0.653, 0.494, 81.582, 1.641, -0.097, 0.673, 0.372
 42.567, 0.752, 0.497, 80.608, 1.739, -0.098, 0.665, 0.373
 47.777, 0.856, 0.495, 80.026, 1.837, -0.098, 0.540, 0.375
 53.062, 0.964, 0.490, 79.821, 1.935, -0.097, 0.455, 0.372
 58.527, 1.069, 0.483, 79.992, 2.028, -0.094, 0.398, 0.358
 64.281, 1.169, 0.475, 80.554, 2.115, -0.087, 0.401, 0.440
 70.297, 1.263, 0.467, 81.441, 2.196, -0.080, 0.401, 0.532
 76.537, 1.352, 0.458, 82.616, 2.271, -0.075, 0.390, 0.658
 83.029, 1.435, 0.449, 84.088, 2.340, -0.070, 0.359, 0.750
 89.760, 1.513, 0.441, 85.837, 2.405, -0.065, 0.268, 0.750
 96.738, 1.584, 0.433, 87.820, 2.463, -0.058, 0.183, 0.750
 103.894, 1.646, 0.427, 89.950, 2.513, -0.050, 0.108, 0.750
 111.205, 1.698, 0.421, 92.194, 2.554, -0.041, 0.042, 0.750
 118.700, 1.740, 0.417, 94.557, 2.586, -0.032, -0.014, 0.750
 126.309, 1.771, 0.413, 96.996, 2.608, -0.022, -0.061, 0.750
 133.997, 1.791, 0.411, 99.490, 2.621, -0.013, -0.100, 0.750
 139.110, 1.786, 0.427, 102.019, 2.624, -0.003, -0.124, 0.750
 142.940, 1.763, 0.452, 104.598, 2.618, 0.006, -0.139, 0.717
 146.840, 1.731, 0.476, 107.197, 2.602, 0.016, -0.139, 0.668
 150.807, 1.691, 0.499, 109.818, 2.577, 0.025, -0.107, 0.621
 154.814, 1.642, 0.522, 112.452, 2.543, 0.035, -0.065, 0.573
 158.815, 1.585, 0.543, 115.077, 2.499, 0.044, -0.013, 0.523
 162.740, 1.520, 0.564, 117.653, 2.446, 0.052, 0.050, 0.505
 166.547, 1.449, 0.585, 120.167, 2.388, 0.059, 0.126, 0.505
 170.235, 1.376, 0.604, 122.680, 2.326, 0.062, 0.212, 0.514
 173.729, 1.303, 0.622, 125.174, 2.263, 0.063, 0.279, 0.509
 177.012, 1.231, 0.639, 127.649, 2.200, 0.063, 0.366, 0.510
 180.055, 1.162, 0.655, 130.085, 2.139, 0.062, 0.478, 0.515
 182.827, 1.094, 0.670, 132.468, 2.078, 0.061, 0.622, 0.517
 185.303, 1.027, 0.684, 134.774, 2.017, 0.060, 0.750, 0.519
 187.439, 0.961, 0.698, 136.938, 1.958, 0.060, 0.750, 0.522
 189.270, 0.897, 0.712, 138.966, 1.900, 0.058, 0.750, 0.529
 190.850, 0.836, 0.725, 140.910, 1.844, 0.056, 0.750, 0.536
 192.129, 0.776, 0.738, 142.711, 1.789, 0.055, 0.750, 0.538
 193.043, 0.717, 0.750, 144.278, 1.735, 0.054, 0.750, 0.529
 193.683, 0.660, 0.763, 145.712, 1.683, 0.052, 0.750, 0.521
 194.060, 0.604, 0.776, 146.993, 1.632, 0.050, 0.750, 0.515
 194.180, 0.552, 0.788, 148.097, 1.585, 0.047, 0.750, 0.510
 194.020, 0.501, 0.801, 148.976, 1.540, 0.045, 0.750, 0.523
 193.580, 0.452, 0.815, 149.617, 1.497, 0.043, 0.750, 0.543
 192.884, 0.406, 0.828, 150.051, 1.457, 0.041, 0.750, 0.547
 191.928, 0.361, 0.842, 150.237, 1.419, 0.038, 0.750, 0.506
 190.743, 0.319, 0.857, 150.170, 1.384, 0.035, 0.750, 0.456
 189.383, 0.281, 0.873, 149.866, 1.355, 0.029, 0.750, 0.403
 187.896, 0.250, 0.889, 149.303, 1.333, 0.022, 0.750, 0.358
 186.312, 0.226, 0.907, 148.483, 1.319, 0.014, 0.750, 0.323
 184.666, 0.209, 0.925, 147.460, 1.314, 0.005, 0.750, 0.300
 182.979, 0.201, 0.944, 146.310, 1.317, -0.003, 0.729, 0.288
 181.271, 0.201, 0.963, 145.096, 1.330, -0.012, 0.681, 0.288
 179.538, 0.209, 0.982, 143.842, 1.350, -0.021, 0.638, 0.300
 177.782, 0.225, 1.002, 142.570, 1.379, -0.029, 0.597, 0.323
 175.992, 0.248, 1.021, 141.331, 1.414, -0.034, 0.563, 0.355
 174.144, 0.273, 1.040, 140.127, 1.451, -0.037, 0.550, 0.390
 172.248, 0.298, 1.058, 139.026, 1.488, -0.038, 0.561, 0.427
 170.283, 0.324, 1.076, 138.048, 1.525, -0.036, 0.560, 0.441
 168.239, 0.348, 1.093, 137.194, 1.559, -0.035, 0.557, 0.453
 166.126, 0.371, 1.109, 136.493, 1.592, -0.033, 0.567, 0.479
 163.970, 0.394, 1.124, 135.998, 1.623, -0.031, 0.584, 0.485
 161.797, 0.415, 1.137, 135.792, 1.652, -0.029, 0.599, 0.492
 159.531, 0.436, 1.150, 135.741, 1.679, -0.027, 0.609, 0.499
 157.187, 0.458, 1.162, 135.871, 1.706, -0.027, 0.616, 0.507
 154.767, 0.480, 1.172, 136.191, 1.732, -0.027, 0.622, 0.516
 152.243, 0.503, 1.181, 136.647, 1.758, -0.026, 0.628, 0.524
 149.687, 0.527, 1.190, 137.328, 1.784, -0.026, 0.632, 0.535
 147.112, 0.552, 1.196, 138.253, 1.810, -0.026, 0.636, 0.546
 144.514, 0.577, 1.201, 139.413, 1.834, -0.024, 0.644, 0.564
 141.897, 0.603, 1.205, 140.808, 1.857, -0.023, 0.650, 0.580
 139.247, 0.629, 1.208, 142.389, 1.880, -0.022, 0.656, 0.596
 136.595, 0.655, 1.208, 144.188, 1.901, -0.021, 0.664, 0.611
 133.975, 0.682, 1.207, 146.434, 1.963, -0.020, 0.668, 0.635
 131.348, 0.710, 1.204, 149.231, 2.024, -0.020, 0.671, 0.637
 128.730, 0.739, 1.200, 152.584, 2.083, -0.018, 0.677, 0.641
 126.188, 0.768, 1.193, 156.530, 2.139, -0.017, 0.682, 0.645
 123.718, 0.799, 1.184, 161.049, 2.193, -0.016, 0.686, 0.652
 121.262, 0.829, 1.174, 166.032, 2.244, -0.015, 0.691, 0.659
 118.807, 0.861, 1.161, 171.425, 2.292, -0.013, 0.696, 0.668
 116.396, 0.893, 1.147, 177.226, 2.337, -0.012, 0.702, 0.678
 114.049, 0.925, 1.131, 183.406, 2.379, -0.011, 0.706, 0.690
 111.808, 0.959, 1.113, 189.977, 2.418, -0.010, 0.712, 0.703
 109.712, 0.993, 1.093, 196.947, 2.454, -0.008, 0.718, 0.717
 107.698, 1.027, 1.071, 204.232, 2.487, -0.007, 0.721, 0.733
 105.765, 1.063, 1.047, 211.826, 2.518, -0.007, 0.702, 0.750
 103.933, 1.100, 1.021, 219.702, 2.547, -0.005, 0.657, 0.750
 102.247, 1.135, 0.993, 227.813, 2.571, -0.002, 0.616, 0.750
 100.726, 1.167, 0.964, 236.092, 2.589, 0.002, 0.572, 0.741
 99.413, 1.196, 0.934, 244.499, 2.602, 0.007, 0.519, 0.720
 98.315, 1.218, 0.903, 252.996, 2.606, 0.013, 0.473, 0.695
 97.430, 1.237, 0.872, 261.532, 2.605, 0.018, 0.439, 0.675
 96.730, 1.251, 0.841, 270.044, 2.599, 0.022, 0.413, 0.660
 96.112, 1.261, 0.811, 278.468, 2.589, 0.025, 0.394, 0.648
 95.646, 1.269, 0.781, 286.792, 2.577, 0.027, 0.380, 0.639
 95.216, 1.274, 0.753, 294.940, 2.561, 0.029, 0.372, 0.632
 94.823, 1.275, 0.726, 299.538, 1.292, 0.030, 0.362, 0.625
 94.408, 1.274, 0.700, 297.889, 1.285, 0.032, 0.362, 0.618
 93.947, 1.268, 0.675, 296.301, 1.276, 0.035, 0.365, 0.611
 93.362, 1.261, 0.651, 294.695, 1.265, 0.036, 0.374, 0.608
 92.661, 1.251, 0.628, 293.081, 1.252, 0.037, 0.385, 0.607
 91.918, 1.239, 0.606, 291.535, 1.239, 0.038, 0.398, 0.605
 91.095, 1.226, 0.585, 290.020, 1.224, 0.039, 0.414, 0.602
 90.037, 1.212, 0.565, 288.380, 1.209, 0.039, 0.434, 0.601
 88.748, 1.198, 0.546, 286.620, 1.195, 0.038, 0.455, 0.606
 87.314, 1.186, 0.526, 284.823, 1.182, 0.036, 0.475, 0.613
 85.697, 1.176, 0.507, 282.951, 1.172, 0.033, 0.493, 0.622
 83.873, 1.169, 0.487, 280.978, 1.164, 0.031, 0.507, 0.630
 81.880, 1.164, 0.467, 278.942, 1.158, 0.030, 0.517, 0.637
 79.678, 1.160, 0.446, 276.799, 1.153, 0.028, 0.503, 0.641
 77.282, 1.158, 0.424, 274.564, 1.149, 0.028, 0.477, 0.638
 74.780, 1.157, 0.401, 272.320, 1.145, 0.029, 0.449, 0.629
 72.183, 1.155, 0.377, 270.075, 1.139, 0.030, 0.419, 0.590
 69.484, 1.153, 0.351, 267.820, 1.133, 0.031, 0.388, 0.539
 66.634, 1.151, 0.326, 265.507, 1.126, 0.031, 0.358, 0.488
 63.723, 1.150, 0.302, 263.221, 1.119, 0.030, 0.327, 0.440
 60.721, 1.148, 0.278, 260.934, 1.112, 0.030, 0.292, 0.389
 57.582, 1.145, 0.255, 258.598, 1.106, 0.029, 0.270, 0.385
 54.293, 1.141, 0.234, 256.203, 1.099, 0.029, 0.245, 0.415
 50.878, 1.137, 0.214, 253.768, 1.092, 0.028, 0.223, 0.444
 47.363, 1.131, 0.195, 251.317, 1.083, 0.029, 0.203, 0.471
 43.748, 1.123, 0.177, 248.844, 1.074, 0.030, 0.185, 0.497
 40.065, 1.113, 0.159, 246.379, 1.061, 0.032, 0.226, 0.522
 36.335, 1.099, 0.141, 243.930, 1.037, 0.035, 0.202, 0.548
 32.559, 1.081, 0.123, 241.417, 0.997, 0.040, 0.176, 0.574
 30.407, 1.071, 0.092, 238.754, 0.953, 0.044, 0.168, 0.612
 30.468, 1.073, 0.046, 236.152, 0.907, 0.046, 0.175, 0.672
 32.821, 1.087, -0.017, 233.460, 0.857, 0.050, 0.160, 0.713
 35.073, 1.090, -0.074, 230.458, 0.801, 0.056, 0.094, 0.710
 37.282, 1.081, -0.127, 227.237, 0.738, 0.063, 0.046, 0.716
 39.390, 1.060, -0.176, 223.792, 0.668, 0.070, 0.012, 0.736
 41.409, 1.027, -0.220, 220.162, 0.590, 0.078, -0.012, 0.750
 43.308, 0.983, -0.261, 216.358, 0.504, 0.086, -0.032, 0.750
 44.990, 0.927, -0.298, 212.353, 0.411, 0.094, -0.048, 0.750
 46.413, 0.859, -0.330, 208.164, 0.309, 0.101, -0.063, 0.750
 47.576, 0.780, -0.359, 203.838, 0.200, 0.109, -0.074, 0.750
 48.493, 0.688, -0.384, 199.423, 0.083, 0.117, -0.081, 0.750
 49.230, 0.586, -0.406, 194.975, -0.042, 0.125, -0.085, 0.750
 49.761, 0.473, -0.424, 190.522, -0.174, 0.132, -0.086, 0.655
 50.122, 0.351, -0.437, 186.169, -0.310, 0.136, 0.015, 0.481
 50.355, 0.225, -0.445, 182.011, -0.444, 0.134, 0.144, 0.323
 50.409, 0.099, -0.445, 178.217, -0.571, 0.127, 0.313, 0.215
 50.387, -0.025, -0.438, 174.738, -0.689, 0.118, 0.523, 0.227
 50.369, -0.146, -0.425, 171.628, -0.798, 0.108, 0.499, 0.251
 50.399, -0.261, -0.407, 168.788, -0.897, 0.099, 0.378, 0.374
 50.485, -0.373, -0.386, 166.185, -0.989, 0.092, 0.350, 0.487
 50.603, -0.485, -0.361, 163.802, -1.076, 0.088, 0.335, 0.480
 50.789, -0.598, -0.332, 161.651, -1.161, 0.085, 0.324, 0.456
 51.063, -0.713, -0.299, 159.705, -1.244, 0.083, 0.321, 0.429
 51.455, -0.828, -0.264, 157.946, -1.324, 0.080, 0.372, 0.378
 52.085, -0.943, -0.225, 156.459, -1.401, 0.077, 0.428, 0.322
 52.973, -1.053, -0.184, 155.185, -1.472, 0.071, 0.471, 0.273
 54.190, -1.157, -0.143, 154.155, -1.535, 0.063, 0.496, 0.139
 55.722, -1.251, -0.102, 153.329, -1.589, 0.054, 0.544, 0.001
 57.554, -1.334, -0.062, 152.678, -1.634, 0.044, 0.619, 0.000
 59.696, -1.407, -0.023, 152.216, -1.669, 0.035, 0.629, -0.000
 62.108, -1.469, 0.014, 151.904, -1.694, 0.025, 0.634, -0.000
 64.769, -1.519, 0.050, 151.729, -1.710, 0.016, 0.631, -0.038
 67.653, -1.558, 0.084, 151.672, -1.716, 0.006, 0.572, -0.103
 70.748, -1.586, 0.116, 151.732, -1.712, -0.004, 0.525, -0.173
 74.006, -1.602, 0.146, 151.869, -1.699, -0.013, 0.491, -0.147
 77.388, -1.608, 0.175, 152.055, -1.677, -0.023, 0.462, -0.113
